rvvCode; blackCode; zoneCode; textSigns;;;naam;blackCode;Zonebord;Soort onderbord;
C1;;;geldt uitsluitend bouwverkeer;;;C1;;;uitsluitend;
C13;;;uitgezonderd bestemmings-verkeer en invalidevoertuigen;;;C13;;;;
C6;;;VERBODEN VOOR RUITERS;;;C6;;;;
C2;;;"wegsleepregeling van kracht;parkeren verboden op za 02-17 h en op ma 00-17 h;uitgezonderd";;;C2;;;Uitgezonderd;
C18;;;2 km.;;;C18;;;;
C7;;;uitrit vrijhouden voor in noodgevallen uitrijden arts;;;C7;;;;
C1;;;"bij groen een voertuig;bij groen een voertuig";;;C1;;;;
C12;;;"uitgezonderd bestemmingsverkeer;uitgezonderd";;;C12;;;Uitgezonderd;
C3;;;"uitgezonderd;PARKEREN alleen voor winkelend publiek";;;C3;;;vrije tekst;
C3;;;"Na 150 m;uitgezonderd";;;C3;;;;
C12;;;1 km;;;C12;;;;
C1;;;Uitgezonderd bewoners en personeel Nijlanstate;;;C1;;;Uitgezonderd;
C7(Zone);;;na 100 m;;;C7(Zone);;;;
C4;L;;"uitgezonderd;Let op! Op woensdag van 05.30 - 18.00 uur niet parkeren op Markt en Ledelplein i.v.m. weekmarkt";;;C4;;;vrije tekst;
C19;2;;VERBODEN VOOR VOERTUIGEN MET LPG;;;C19;;;;
C12;;;"400 m;landbouw- verkeer toegestaan";;;C12;;;;
C2;;;Fietsen toegestaan voor snorfietsen verboden;;;C2;;;;
C2;;;LET OP! Parkeren eigen risico;;;C2;;;vrije tekst;
C2;;;na 10 meter;;;C2;;;;
C7;;;Alleen Leveranciers;;;C7;;;;
C7;;;350 m;;;C7;;;;
C7;;;honden aan de lijn;;;C7;;;;
C1;;;(onleesbaar);;;C1;;;;
C1;;;Parkeren verboden op vrijdag van 3.00 tot 18.00h;;;C1;;;vrije tekst;
C3;;;M260;;;C3;;;;
C2;;;";na 60 m";;;C2;;;;
C1;;;M.U.V. EIGEN WONER;;;C1;;;;
C13;;;LET OP! STOF- OVERLAST;;;C13;;;;
C1;;;"400 m;uitgezonderd;uitgezonderd";;;C1;;;Uitgezonderd;
C7;;;uitgezonderd lijnbussen en bestemmings- verkeer;;;C7;;;;
C1;;;"uitgezonderd;Rouw stoeten";;;C1;;;Uitgezonderd;
C7;;;parkeren op eigen risico;;;C7;;;vrije tekst;
C7;;;20-8 h;;;C7;;;;
C1;;;"uitgezonderd lijnbussen;HERHALING;Cameratoezicht";;;C1;;;Uitgezonderd;
C18;2.3;;"uitgezonderd bestemmingsverkeer;";;;C18;;;Uitgezonderd;
C19;3.6;;170 m;;;C19;;;;
C7;;;Let op ! Bouwstraat;;;C7;;;;
C12;;;ma t/m vr 07.30-09.00 h;;;C12;;;;
C3;;;uitgezonderd brommers en fietsers;;;C3;;;;
C12;;;"uitgezonderd bestemmingsverkeer;na 375 m";;;C12;;;;
C2;;;"na 15 meter;uitgezonderd";;;C2;;;"Uitgezonderd; lengte na; ";
C15;;;FIETSERS OVERSTEKEN;;;C15;;;;
C10;;;alleen vrachtauto' s;;;C10;;;;
C7;;;2 km;;;C7;;;;
C2;;;";na 30 m.";;;C2;;;;
C19;3.5;;350 m;;;C19;;;;
C2;;;M.U.V. onleesbaar;;;C2;;;;
C6;;;Uitgezonderd bezoekers Amarant.taxi s en leveranciers;;;C6;;;;
C12;;;"700 m;uitgezonderd tractoren en brommobielen";;;C12;;;;
C7;;;uitgezonderd ma t/m vrij. 07.00-19.00;;;C7;;;;
C7(Zone);;;"Uitgezonderd bestemmingsverkeer kern Hooge Zwaluwe;Doorgaand vrachtverkeer linksaf";;;C7(Zone);;;"uitgezonderd; vrije tekst";
C20;2.2;;na 650 m.;;;C20;;;;
C7;;;Geen bouwverkeer;;;C7;;;;
C1;;;uitgezonderd lijndiensten en taxi;;;C1;;;Uitgezonderd;
C7;;;Containers verboden;;;C7;;;;
C1;;;dinsdag 06.00-14.00 h;;;C1;;;;
C6;;;uitgezonderd mindervaliden voertuigen en leveranciers;;;C6;;;;
C12;;;UITGEZONDERD taxi 18-11 h;;;C12;;;;
C1;;;ma t/m za 9 - 19 h;;;C1;;;;
C2;;;melden bij de receptie;;;C2;;;;
C21;45;;bruglengte 9;60 m;;C21;;;;
C8;;;na 250 meter;;;C8;;;;
C18;3.0;;na 1300 m;;;C18;;;;
C7(Zone);Zone einde;;;;;C7(Zone);;;;
C12;;;375 m;;;C12;;;;
C2;;;"na 75m;uitgezonderd";;;C2;;;"Uitgezonderd; lengte na; ";
C7;;;te weinig draagkracht;;;C7;;;;
C1;;;alleen bestemmingsverkeer;;;C1;;;;
C20;10;;100 m;;;C20;;;;
C2;;;Na 200 m;;;C2;;;;
C6;;;m.u.v. bestemmingsverkeer;;;C6;;;;
C2;;;Uitgezonderd in en uitstappen passagier.;;;C2;;;Uitgezonderd;
C3;;;"verboden toegang voor onbevoegden;wegsleepregeling van kracht";;;C3;;;;
C12;;;"na 400 m;uitgezonderd tractoren en brommobielen";;;C12;;;;
C3;;;GELDT NIET VOOR FIETSERS;;;C3;;;;
C12;;;Toegang op eigen risico;;;C12;;;;
C13;;;uitgezonderd aanwonenden en exploitatie aanliggende percelen;;;C13;;;Uitgezonderd;
C6;;;";uitgezonderd personeel en bezoekers van brandweer en politie en ontheffingshouders";;;C6;;;;
C4;L;;UIT;;;C4;;;;
C14;;;ook geen fiets aan de hand;;;C14;;;;
C1;;;"Uitgezonderd (snor)fietsers 0-24 H en lader / lossen;ma t/m za 9-12 H";;;C1;;;Uitgezonderd;
C7(Zone);;;3.5 t;;;C7(Zone);;;;
C19;3.7;;;;;C19;;;;
C16;;;Verboden op het gras te lopen;;;C16;;;;
C12;;;UITGEZONDERD AANWONENDEN;;;C12;;;Uitgezonderd;
C19;3.9;;500m;;;C19;;;;
C17;10;;na 650 m;;;C17;;;;
C12;;;ma t/m vr 07.00 - 09.30 15.30 - 18.30;;;C12;;;;
C12;;;let op! afsluiting met slagboom;;;C12;;;;
C17;9;;ri Neck na 2;8 km;;C17;;;;
C2;;;Verboden voor Voetgangers;;;C2;;;;
C2;;;parkeren alleen bewoners;;;C2;;;vrije tekst;
C1;;;"uitgezonderd;uitgezonderd;uitgezonderd bestemmingsverkeer;Geen doorgang Noordwest";;;C1;;;Uitgezonderd;
C3;;;m.u.v. vrachtwagens;;;C3;;;;
C1;;;#NAAM?;;;C1;;;;
C12;;;90 m onleesbaar;;;C12;;;;
C21;10;;uitgezonderd lijnbussen;;;C21;;;Uitgezonderd;
C3;;;BONGERD 2 EIGEN TERREIN;;;C3;;;;
C2;;;VERBODEN TOEGANG PRIVE TERREIN COLONNADE;;;C2;;;;
C9;;;N 453;;;C9;;;;
C2;;;NA 75 m;;;C2;;;;
C7;;;Over 500 meter Palingstraat gesloten voor vrachtverkeer langer dan 12 meter;;;C7;;;;
C3;;;"uitgezonderd;uitgezonderd bestemmingsverkeer";;;C3;;;Uitgezonderd;
C7;;;10 TON;;;C7;;;;
C6;;;VRIJDAG/FREITAG van 0.00 uur tot 24.00 uur juli t/m sept.i.v.m. MARKT;;;C6;;;;
C7;;;uitgezonderd leveranciersDorpsstraat;;;C7;;;;
C12;;;"uitgezonderd bestemmingsverkeer;ma t/m vr 06.30 - 9.00 h";;;C12;;;;
C21;30;;U nadert het knooppunt circa 2;5 km;;C21;;;;
C1;;;Gebruik voetpad verboden in de periode 1h voor zonsondergang t/m 1h ha zonsopgang;;;C1;;;;Zonsopkomst tot zonsondergang
C1;;;"wegsleepregeling van kracht;uitgezonderd donderdagen van 11.30 - 18.00 h i.v.m. weekmarkt";;;C1;;;Uitgezonderd;
C7(Zone);;;toegestaan vrachtwagens 4 en hoger;;;C7(Zone);;;;
C1;;;22-06h;;;C1;;;;
C15;;;na 100 m;;;C15;;;;
C12;;;ma. t/m vr.7.00-9.00h 16.00-18.00;;;C12;;;;
C2;;;"uitgezonderd;SCHOOLZONE";;;C2;;;Uitgezonderd;
C7;;;"Uitgezonderd oplahen/brengen van personen/goederen;t.b.v. huisnrs. 1 t/m 24";;;C7;;;;
C2;;;"Ma t/m Vr. 08.00 - 09.00 12.00 - 13.00 15.00 - 16.00;uitgezonderd fietsers";;;C2;;;Uitgezonderd;
C3;;;";ma t/m vr 8:15-8:45 h 14:15-14:45 h";;;C3;;;;
C1;;;Op dit strand geldt een opruimplicht;;;C1;;;;
C2;;;"uitgezonderd;Parkeergarage bereikbaar;na 35 m";;;C2;;;"Uitgezonderd; lengte na; ";
C21;7.5;;;;;C21;;;;
C2;;;MEI T/M SEPTEMBER 10.00-19.00 UUR;;;C2;;;;
C1;;;fietsen toegestaan bron/ en snorfietsen verboden;;;C1;;;;
C6;;;uitgezonderd vergunning- houders;;;C6;;;Uitgezonderd;
C12;;;06.00-09.00u 16.00-19.00u    uitgezonderd bestemmingsverkeer;;;C12;;;;
C7;;;na rotonde Anconalaan;;;C7;;;;
C2;;;'t Olierijck;;;C2;;;;
C6;;;"na 150 m;ma t/m vr 16-19 h uitgezonderd openbaar vervoer en ontheffinghouders";;;C6;;;;
C6;;;uitgezonderd bezoekers H. Gemmakapel;;;C6;;;;
C6;;;uitgezonderd vrachtverkeer;;;C6;;;Uitgezonderd;
C2;;;NA 50 M;;;C2;;;;
C7;;;Langer dan 9m uitgezonderd bestemmings verkeer;;;C7;;;;
C7;;;";alleen bewoners";bezoekers en personeel verzorgingscentrum Horizon en bezoekers kerk en huisarts;;C7;;;;
C3;;;behalve (brom) fietsen;;;C3;;;;
C6;;;uitgezonderd bezoekers voorlichtings-centrum;;;C6;;;;
C12;;;"40 m;uitgezonderd landbouwverkeer";;;C12;;;;
C1;;;"uitgezonderd;Landbouw- bestemmingsverkeer aanliggende percelen";;;C1;;;Uitgezonderd;
C2;;;UITGEZONDERD MINDERVALÃ„Â°DE;;;C2;;;Uitgezonderd;
C2;;;"50 m;;uitgezonderd";;;C2;;;Uitgezonderd;
C13;;;Deze locatie is van zonsopgang gesloten i.v.m. Corona Noodverordening COVID-19;;;C13;;;;Zonsopkomst tot zonsondergang
C1;;;"Bij groen licht een motorvoertuig;uitgezonderd lijnbussen en ontheffing-houders;cameratoezicht";;;C1;;;Uitgezonderd;
C21;15;;1 km;;;C21;;;;
C12;;;Behoudens t.b.v. de binnenvaart;;;C12;;;;
C1;;;uitgezonderd bedieningsverkeer tot een maximum gewicht van:4 ton;;;C1;;;Uitgezonderd;
C1;;;uitgezonderd bussen-taxi's-fietsers;;;C1;;;Uitgezonderd;
C1;;;"uitgezonderd bestemmingsverkeer;STAPVOETS RIJDEN";;;C1;;;Uitgezonderd;
C17;11;;150 m;;;C17;;;;
C6;;;UITGEZONDERD GARAGEH UDERS;;;C6;;;;
C3;;;HET IS NIET TOEGESTAAN PRIVÃƒÂƒÃ‹Â†-VOERTUIGEN OP DE BINNENPLAATS TE PARKEREN;;;C3;;;vrije tekst;
C21;35;;na 750 m;;;C21;;;;
C6;;;Uitgezonderd garagehouders -invalidenparkerreplaatsen;;;C6;;;vrije tekst;
C7(Zone);;;"uitgezonderd bestemmingsverkeer;Einde verharding 200 M";;;C7(Zone);;;;
C1;;;Uitgezonderd verkeer t.b.v. aanwonende en aanliggende bedrijven;;;C1;;;Uitgezonderd;
C7;;;grindweg na 1100 m;;;C7;;;;
C2;;;[brom]fietsen toegestaan;;;C2;;;;
C3;;;"uitgezonderd;alleen bezoekers Amandelhof";;;C3;;;;
C7(Zone);;;uitgezonderd aantoonbaar bestemmingsverkeer;;;C7(Zone);;;Uitgezonderd;
C2;;;"ma t/m vr 08.00 - 08-45 h 13.45 - 14.15 h uitgezonderd vakanties;uitgezonderd";;;C2;;;Uitgezonderd;
C7;;;uitgezonderd leveranciers;;;C7;;;Uitgezonderd;
C15;;;in-/ uitrit werkverkeer;;;C15;;;;
C12;;;600 meter;;;C12;;;;
C1;;;Uitgezonderd Bewoners;;;C1;;;Uitgezonderd;
C17;10;;stapvoets rijden;;;C17;;;;
C2;;;"08.15-08.45 h 13.45-14.45 h;uitgezonderd";;;C2;;;Uitgezonderd;
C1;;;UITGEZONDERD PERSONEEL BRANDWEER;;;C1;;;Uitgezonderd;
C7;;;behoudens bestemmings- verkeer;;;C7;;;;
C2;;;";ma t/m vr tussen 08.00-09.00 en 14.30-15.30 h";;;C2;;;;
C21;10;;na 900 m;;;C21;;;;
C7;;;4 km;;;C7;;;;
C2;;;"uitgezonderd;na 60 m";;;C2;;;"Uitgezonderd; lengte na; ";
C12;;;uitgezonderd bestemmingverkeer Molibriesprek 1 t/m 10;;;C12;;;;
C12;;;M.U.V. LANDBOUWERKEER;;;C12;;;;
C19;3.1;;700 m;;;C19;;;;
C7;;;P alleen in de vakken;;;C7;;;;
C1;;;i.v.m. markt op woensdag 06.00-19.00h wegleepregeling van kracht;;;C1;;;;
C7;;;EIGEN TERREIN Parkeren alleen voor bezoekers Sneeuwwitje;;;C7;;;vrije tekst;
C3;;;"ma t/m vrij 08.00-16.00 h;uitgezonderd";;;C3;;;;
C2;;;wegsleepregeling van toepassing;;;C2;;;;
C3;;;Cameratoezicht;;;C3;;;;
C18;3.1;;;;;C18;;;;
C19;2.7;;cameratoezicht;;;C19;;;;
C17;10;;Geen keer mogelijkheid;;;C17;;;;
C7;;;richting Lekdijk NA 1100 M.;;;C7;;;;
C1;;;m.u.v. fietsers en vergunninghouders;;;C1;;;;
C20;8.1;;;;;C20;;;;
C20;4.8;;800 m;;;C20;;;;
C4;L;;Inrit vrijhouden;;;C4;;;;
C21;32;;;;;C21;;;;
C18;3.0;;na 500 M;;;C18;;;;
C20;4;;na 1200 m.;;;C20;;;;
C6;;;"m.u.v. MEEUWENHOEVE;uitgezonderd landbouwvoertuigen en bestemmingsverkeer geldig van: ma t/m vr 0600-0900h en van: 1500-1900";;;C6;;;;
C15;;;900 m;;;C15;;;;
C12;;;ma-vrij 7.30 - 9.00 h;;;C12;;;;
C12;;;uitzgezonderd landbouw- en bestemmings- verkeer;;;C12;;;;
C3;;;OP LAST VAN DE BRANDWEER VERBODEN TE PARKEREN;;;C3;;;vrije tekst;
C3;;;UITGEZONDERD NA 30 M;;;C3;;;;
C1;;;"wegsleepregeling van kracht;M.U.V. BRANDWEER";;;C1;;;;
C11;;;uitgezonderd bestemmingsverkeer;;;C11;;;Uitgezonderd;
C12;;;M.U.V. TANKAUTO'S T.B.V. SHELL;;;C12;;;;
C1;;;"uitgezonderd lijnbussen;uitgezonderd;ma t/m vr 7-9 h 16-18 h uitgezonderd feestdagen";;;C1;;;Uitgezonderd;
C12;;;Uitgezonderdt.b.v.exploitatie aanliggend perceel;;;C12;;;;
C12;;;uitgezonderd houders gehandicaptenparkeerkaart en ontheffingshouders;;;C12;;;vrije tekst;
C19;3.5;;950 m;;;C19;;;;
C3;;;50 m;;;C3;;;;
C2;;;Inrit andere zijde;;;C2;;;inrit;
C17;;;uitgezonderd;;;C17;;;Uitgezonderd;
C1;;;uitgezonderd HULPDIENSTEN en VUILOPHAALDIENSTEN;;;C1;;;Uitgezonderd;
C12;;;i.v.m. paddentrek 19.00-07.00h;;;C12;;;;
C18;2.3;;500 m;;;C18;;;;
C4;R;;doorgaand verkeer;;;C4;;;voertuigtype;
C12;;;"50 m;za en zo 12.00-18.oo h";;;C12;;;;
C18;2.5;;500 m;;;C18;;;;
C12;;;"na 300m;uitgezonderd bewoners/bezoekers Koningsweg 24-b"; 24-c en camping Petersburg;;C12;;;;
C12;;;"uitgezonderd;uitgezonderd lijnbussen;uitgezonderd brommobielen";;;C12;;;;
C3;;;uitgezonderd bevoorrading AH;;;C3;;;;
C12;;;"maandag t/m vrijdag 08.15-08.45 h en 16.45-14.15 h m.u.v. schoolvakanties;uitgezonderd aanwonenden en gebruikers van de gehandicaptenparkeerplaatsen";;;C12;;;vrije tekst;
C1;;;uitgezonderd personeel ZGT;;;C1;;;Uitgezonderd;
C21;45;;Bij geopende brug motor uit;;;C21;;;;
C7;;;max 3;5 ton;;C7;;;;
C1;;;uitgezonderd invalide bezoekers UWV;;;C1;;;Uitgezonderd;
C19;;;Let op ! Laaghangende hoogspanningsleidingen;;;C19;;;;
C12;;;ma-vr 06.30-07.00h ma-vr 09.00-11.00h;;;C12;;;;
C1;;;Uitgezonderd ruiters en menners op de daarvoor bestemde paden;;;C1;;;Uitgezonderd;
C1;;;honden aan de lijn;;;C1;;;;
C19;3.4;;200 m;;;C19;;;;
C12;;;only trucks allowed;;;C12;;;;
C1;;;GESLOTEN VAN 23:00-5:30 UUR;;;C1;;;;
C2;;;ns 30 m;;;C2;;;;
C19;2.3;;300 m;;;C19;;;;
C6;;;Baarnse Lawn Tennispark BLTC;;;C6;;;;
C2;;;"uitgezonderd;NA 70 METER";;;C2;;;"Uitgezonderd; lengte na; ";
C3;;;"uitgezonderd;Speltuin";;;C3;;;;
C12;;;450 m;;;C12;;;;
C12;;;uitrit fietsers;;;C12;;;;
C1;;;uitgezonderd personenauto's en (brom)fietsers;;;C1;;;Uitgezonderd;
C1;;;"uitgezonderd bestemmingsverkeer;Iprenburg Herniakliniek";;;C1;;;Uitgezonderd;
C1;;;"BEZOEKERS PARKEREN AAN DE ACHTERZIJDE;GERESERVEERD TSV UIT RIJKSDIENST";;;C1;;;vrije tekst;
C12;;;uitgezonderd onderhoudsvoertuigen;;;C12;;;;
C1;;;m.u.v. CBR;;;C1;;;;
C8;;;150 m;;;C8;;;;
C21;48;;500 m;;;C21;;;;
C1;;;MET UITGEZONDERING VAN BESTEMMINGSVERKEER;;;C1;;;;
C12;;;uitgezonderd t.b.v. de binnenvaart;;;C12;;;;
C1;;;"uitgezonderd;Raadhuisplein";;;C1;;;Uitgezonderd;
C12;;;uitgezonderd vispashouders;;;C12;;;;
C1;;;bij gesloten slagbomen;;;C1;;;;
C22;;;"1 km;";;;C22;;;;
C2;;;"150 m;uitgezonderd";;;C2;;;Uitgezonderd;
C1;;;"Uitgezonderd bewoners Beemsterborgh en bezoekers ""Jeugd van Gisteren""";;;C1;;;Uitgezonderd;
C6;;;uitgezonderd campers en gebruikers autosteiger;;;C6;;;;
C1;;;uitgezonderd laden en lossen;;;C1;;;Uitgezonderd;
C7;;;verboden toegang voor onbevoegden art. 461 wetb. v. strafr.;;;C7;;;;
C3;;;Op schooldagen tussen 8:00-9:00 en 14:00-15:00;;;C3;;;;
C9;;;landbouwverkeer toegestaan ma t/m ct 09.00-15.00 h 19.00-07.00 h;;;C9;;;;
C1;;;uitgezonderd bewoners Wilhelminastraat 4-24 Van Kinsbergenstraat 14-20;;;C1;;;Uitgezonderd;
C12;Zone einde;;;;;C12;;;;
C6;;;21.00-07.00 h uitgezonderd ontheffinghouders;;;C6;;;;
C1;;;Uitgezonderd fietsers en Calamiteiten verkeer;;;C1;;;Uitgezonderd;
C2;;;"uitgezonderd;lijnbussen en calamiteitenverkeer";;;C2;;;Uitgezonderd;
C1;;;uitgezonderd voor kerkgangers tijdens diensten;;;C1;;;Uitgezonderd;
C19;3.6;;na 200m;;;C19;;;;
C21;50;;1;3 km;;C21;;;;
C12;;;m.u.v  zandweg 173t/m 186 en morgenstond 22;;;C12;;;;
C6;;;uitgezonderd tbv aanwonenden en exploitatie van percelen;;;C6;;;;
C2;;;uitsluitend  toegankelijk voor bewoners;;;C2;;;uitsluitend;
C8;;;1300 m;;;C8;;;;
C7;;;"uitgezonderd bestemmingsverkeer;na 900 m";;;C7;;;;
C7;;;175 m;;;C7;;;;
C4;L;;uitgezonderd lijnbussen;hulpdiensten;(brom)fietsers;C4;;;Uitgezonderd;
C19;3.2;;LET OP!Verkeersituatie gewijzigd Onderdoorgang is afgesloten Voor autoverkeer;;;C19;;;;
C7;;;geldt voor parkeerplaats;;;C7;;;vrije tekst;
C3;;;wegsleepregeling van kracht;;;C3;;;;
C1;;;"NA 40 m;uitgezonderd lijnbussen";;;C1;;;Uitgezonderd;
C7a;;;"uitgezonderd bestemmingsverkeer;;except local traffic";;;C7a;;;;
C14;;;uitgezonderd velomobiel;;;C14;;;;
C1;;;Auto s uitsluitend op terrein om te laden en lossen betreden terrein en laden en lossen geschiedt op eigen risico;;;C1;;;uitsluitend;
C19;3.8;;1;2 km;;C19;;;;
C2;;;na 450 m.;;;C2;;;;
C1;;;"NA 1300 m;uitgezonderd";;;C1;;;Uitgezonderd;
C2;;;"uitgezonderd;tijdens schooltijden van mat/m vr 8.00-9.00 h 15.00-16.00 h";;;C2;;;Uitgezonderd;
C2;;;na 30m;;;C2;;;;
C7(Zone);;;na 40 m;;;C7(Zone);;;;
C2;;;Prive Terrein Parkeren alleen voor bezoekers van Monuta;;;C2;;;vrije tekst;
C1;;;"uitgezonderd;UITGEZONDERD BEVOORRADING";;;C1;;;Uitgezonderd;
C12;;;"na 800 m;uitgezonderd";;;C12;;;;
C3;;;"uitgezonderd;Verboden voor bouwverkeer";;;C3;;;;
C13;;;"onleesbaar;ma t/m vrij 07.00 uur-onleesbaar uur 10.00 uur-onleesbaar uur za onleesbaar 10.00 uur-onleesbaar uur onleesbaar ma t/m vrij 07.00-onleesbaar uur 12.00-13.30 uur onleesbaar-onleesbaar uur onleesbaar 12.00-onleesbaar uur";;;C13;;;;
C1;;;Uitgezonderd Landbouwverkeer;;;C1;;;Uitgezonderd;
C3;;;ma t/m vr 07.00-21.00h;;;C3;;;;
C1;;;Na onleesbaar uitgezonderd bestemmingsverkeer;;;C1;;;Uitgezonderd;
C20;4;;1;7 km;;C20;;;;
C1;;;Standplaatshouders Lindelaan;;;C1;;;;
C1;;;"Uitgezonderd werkverkeer;Prive terrein verboden voor onbevoegden";;;C1;;;Uitgezonderd;
C2;;;"uitgezonderd ontheffing-houders;uitgezonderd";;;C2;;;Uitgezonderd;
C19;5.5;;;;;C19;;;;
C1;;;Gereserveerd voor RIJKSWATERSTAAT;;;C1;;;;
C1;;;"uitgezonderd;uitgezonderd hulpdiensten;bussluis";;;C1;;;Uitgezonderd;
C4;L;;onleesbaar;;;C4;;;;
C7b;;;Langer dan 11 mÂ¹;;;C7b;;;;
C21;3.5;;";200 m";;;C21;;;;
C6;;;uitgezonderd vergunninghouders;;;C6;;;Uitgezonderd;
C7;;;250 m;;;C7;;;;
C13;;;uitgezonderd bestemmingsverkeer;;;C13;;;Uitgezonderd;
C14;;;maandag 7.00-18.00 h;;;C14;;;;
C3;;;"na 25 m;uitgezonderd";;;C3;;;Uitgezonderd;
C20;4.8;;1;7 km;;C20;;;;
C12;;;"uitgezonderd landbouw- en bestemmings- verkeer;einde verharding";;;C12;;;;
C18;2.2;;na 80 m;;;C18;;;;
C2;;;M.U.V. (BROM)FIETSEN;;;C2;;;;
C21;6;;;;;C21;;;;
C3;;;toegestaan van 6.00-11.00 uur;;;C3;;;;
C12;;;"100 m;PARKEREN NA 100 M.";;;C12;;;vrije tekst;
C4;L;;fietsers volg route vrachtauto's;;;C4;;;;
C3;;;LET OP! Parkeerregels gewijzigd;;;C3;;;vrije tekst;
C2;;;uitsluitend parkeren in de vakken;;;C2;;;vrije tekst;
C13;;;VERDOBEN VOOR PAARDEN;;;C13;;;;
C12;;;uitgezonderd ontheffing houders;;;C12;;;Uitgezonderd;
C12;;;"uitgezonderd bestemmingsverkeer;zondag 0.00-24.00 h";;;C12;;;;
C2;;;"30m;uitgezonderd";;;C2;;;Uitgezonderd;
C1;;;"uitgezonderd lijnbussen;75m;uitgezonderd";;;C1;;;Uitgezonderd;
C18;2.0;;200 m;;;C18;;;;
C7;;;"Cameratoezicht;AFSLUTBOMEN DALEN AUTOMATISCH";;;C7;;;;
C1;;;"tussen 22.00-07.00 uur;m.u.v. parkeren vrachtauto's";;;C1;;;vrije tekst;
C7(Zone);;;uitgezonderd 04.00-22.00 h;;;C7(Zone);;;;
C1;;;Uitgezonderd vracht verkeer;;;C1;;;Uitgezonderd;
C15;;;"VERBODEN VOOR HONDEN;onleesbaar";;;C15;;;;
C21;50;;200m;;;C21;;;;
C12;;;M.u.v Bezorgend verkeer voor onmiddwijk Laden/Lossen;;;C12;;;;
C19;3.5;;250 m;;;C19;;;;
C19;;;Let op ! Luifel;;;C19;;;;
C6;;;BEHALVE VOOR LADEN EN LOSSEN VAN GOEDEREN;;;C6;;;;
C2;;;m.u.v. ontheffinghouders;;;C2;;;;
C2;;;uitgezonderd fietsers en aanwonenden;;;C2;;;Uitgezonderd;
C6;;;uitgezonderd bevoorrading kasteel;;;C6;;;;
C20;;;achter de witte lijn niet meer dan 3;5 t aslast toegestaan;;C20;;;;
C15;;;(brom) fietsers oversteken;;;C15;;;;
C1;;;bIJ SNEEUW EN IJS DOORGAAND VERKEER GESTREMD;;;C1;;;vrije tekst;
C12;;;"120 m;Niet achteruit parkeren i.v.m. uitlaatgassen";;;C12;;;vrije tekst;
C3;;;"uitgezonderd;Parkeren voor bewoners en gebruikers gebouwen WBV Laurentius";;;C3;;;vrije tekst;
C19;3.6;;onder viaduct en tramdraden;;;C19;;;;
C1;;;Slecht wegdek;;;C1;;;;
C2;;;"na 30m;uitgezonderd";;;C2;;;"Uitgezonderd; lengte na; ";
C2;;;"uitgezonderd politie;uitgezonderd";;;C2;;;Uitgezonderd;
C3;;;GELDT NIET VOOR (BROM) FIETSERS;;;C3;;;;
C2;;;"verkeerssituatie gewijzigd;uitgezonderd";;;C2;;;Uitgezonderd;
C19;1.9;;Ingang Winkelcentrum: beg.grond Luxemburglaan 3e etage Noordwaarts;;;C19;;;;
C2;;;"tot 12.00 u en na 17.30 u op donderdag na 21.00 u;uitgezonderd";;;C2;;;"Uitgezonderd; lengte na; ";
C17;;;na 1450 m uitgezonderd landbouwverkeer;;;C17;;;;
C19;3.4;;250m;;;C19;;;;
C7;;;Na 120 M;;;C7;;;;
C22b;;;;;;C22b;;;;
C17;10;;Schouwburg bereikbaar;;;C17;;;;
C6;;;m.u.v. bevoorrading winkels;;;C6;;;;
C18;3.4;;;;;C18;;;;
C7;;;3;"5t UÃƒÂ„Ã‚Â°TGEZONDERD PLAATSELIJKE BEDIENÃƒÂ„Ã‚Â°NG EN LANDDOUWVOERTUIGEN;1500M";;C7;;;;
C1;;;"uitgezonderd;uitgezonderd hulpdiensten";;;C1;;;Uitgezonderd;
C21;30;;Na 700m;;;C21;;;;
C1;;;";uitgezonderd laden/lossen";;;C1;;;Uitgezonderd;
C1;;;"laden en lossen toegestaan tot 11.00 h en vanaf 18.00 h koopavond 21.00 h;bewoners toegestaan fietsen toegestaan bron/ en snorfietsen verboden";;;C1;;;;
C1;;;"130 m;uitgezonderd lijnbussen;sprangers bereikbaar;";;;C1;;;Uitgezonderd;
C6;;;"uitgezonderd laden en lossen;uitgezonderd laden en lossen";;;C6;;;;
C7;;;parkeren in de vakken;;;C7;;;vrije tekst;
C1;;;verboden in terijden;;;C1;;;;
C1;;;";Uitgezonderd parkeren vergunninghouders en";;;C1;;;Uitgezonderd, vrije tekst;
C7b;;;na 200 m;;;C7b;;;;
C2;;;ALLEEN PERSONEEL;;;C2;;;;
C19;3.7;;300 m;;;C19;;;;
C1;;;uitgezonderd leveranciers;;;C1;;;Uitgezonderd;
C4;L;;Verboden voor honden;;;C4;;;;
C12;;;na 600 m;;;C12;;;;
C1;;;"uitgezonderd;UITGEZONDERD AANWONENDEN";;;C1;;;Uitgezonderd;
C18;2.05;;;;;C18;;;;
C6;;;UITGEZONDERD VRACHTAUTO'S;;;C6;;;Uitgezonderd;
C3;;;maandag t/m zaterdag van 9.00 u tot 18.00 u en koopavond tot 21.00 u;;;C3;;;;
C12;;;"uitgezonderd bestemmingsverkeer;400 m";;;C12;;;;
C3;;;privÃ© terrein parke en verboden;;;C3;;;vrije tekst;
C12;;;uitgezonderd bewoners en hun bezoekers;;;C12;;;Uitgezonderd;
C6;;;UITGEZONDERD VERKEER T.B.V. AANWONENDEN;;;C6;;;;
